goods,country,link,year,rank,trade_type,retrieved
gold,Afghanistan,/the-world-factbook/countries/afghanistan,2019,1,exports,2023-03-31
grapes,Afghanistan,/the-world-factbook/countries/afghanistan,2019,2,exports,2023-03-31
opium,Afghanistan,/the-world-factbook/countries/afghanistan,2019,3,exports,2023-03-31
fruits and nuts,Afghanistan,/the-world-factbook/countries/afghanistan,2019,4,exports,2023-03-31
insect resins,Afghanistan,/the-world-factbook/countries/afghanistan,2019,5,exports,2023-03-31
cotton,Afghanistan,/the-world-factbook/countries/afghanistan,2019,6,exports,2023-03-31
handwoven carpets,Afghanistan,/the-world-factbook/countries/afghanistan,2019,7,exports,2023-03-31
soapstone,Afghanistan,/the-world-factbook/countries/afghanistan,2019,8,exports,2023-03-31
scrap metal,Afghanistan,/the-world-factbook/countries/afghanistan,2019,9,exports,2023-03-31
leather footwear and parts,Albania,/the-world-factbook/countries/albania,2019,1,exports,2023-03-31
crude petroleum,Albania,/the-world-factbook/countries/albania,2019,2,exports,2023-03-31
iron alloys,Albania,/the-world-factbook/countries/albania,2019,3,exports,2023-03-31
clothing,Albania,/the-world-factbook/countries/albania,2019,4,exports,2023-03-31
electricity,Albania,/the-world-factbook/countries/albania,2019,5,exports,2023-03-31
perfumes,Albania,/the-world-factbook/countries/albania,2019,6,exports,2023-03-31
crude petroleum,Algeria,/the-world-factbook/countries/algeria,2019,1,exports,2023-03-31
natural gas,Algeria,/the-world-factbook/countries/algeria,2019,2,exports,2023-03-31
refined petroleum,Algeria,/the-world-factbook/countries/algeria,2019,3,exports,2023-03-31
fertilizers,Algeria,/the-world-factbook/countries/algeria,2019,4,exports,2023-03-31
ammonia,Algeria,/the-world-factbook/countries/algeria,2019,5,exports,2023-03-31
canned tuna,American Samoa,/the-world-factbook/countries/american-samoa,,1,exports,2023-03-31
integrated circuits,Andorra,/the-world-factbook/countries/andorra,2019,1,exports,2023-03-31
medical supplies,Andorra,/the-world-factbook/countries/andorra,2019,2,exports,2023-03-31
essential oils,Andorra,/the-world-factbook/countries/andorra,2019,3,exports,2023-03-31
cars,Andorra,/the-world-factbook/countries/andorra,2019,4,exports,2023-03-31
tanned hides,Andorra,/the-world-factbook/countries/andorra,2019,5,exports,2023-03-31
crude petroleum,Angola,/the-world-factbook/countries/angola,2019,1,exports,2023-03-31
diamonds,Angola,/the-world-factbook/countries/angola,2019,2,exports,2023-03-31
natural gas,Angola,/the-world-factbook/countries/angola,2019,3,exports,2023-03-31
refined petroleum,Angola,/the-world-factbook/countries/angola,2019,4,exports,2023-03-31
ships,Angola,/the-world-factbook/countries/angola,2019,5,exports,2023-03-31
lobster,Anguilla,/the-world-factbook/countries/anguilla,,1,exports,2023-03-31
fish,Anguilla,/the-world-factbook/countries/anguilla,,2,exports,2023-03-31
livestock,Anguilla,/the-world-factbook/countries/anguilla,,3,exports,2023-03-31
salt,Anguilla,/the-world-factbook/countries/anguilla,,4,exports,2023-03-31
concrete blocks,Anguilla,/the-world-factbook/countries/anguilla,,5,exports,2023-03-31
rum,Anguilla,/the-world-factbook/countries/anguilla,,6,exports,2023-03-31
ships,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,1,exports,2023-03-31
refined petroleum,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,2,exports,2023-03-31
precious/semi-precious metal scraps,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,3,exports,2023-03-31
rice,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,4,exports,2023-03-31
corn,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,5,exports,2023-03-31
soybean products,Argentina,/the-world-factbook/countries/argentina,2019,1,exports,2023-03-31
corn,Argentina,/the-world-factbook/countries/argentina,2019,2,exports,2023-03-31
delivery trucks,Argentina,/the-world-factbook/countries/argentina,2019,3,exports,2023-03-31
wheat,Argentina,/the-world-factbook/countries/argentina,2019,4,exports,2023-03-31
frozen meat,Argentina,/the-world-factbook/countries/argentina,2019,5,exports,2023-03-31
gold,Argentina,/the-world-factbook/countries/argentina,2019,6,exports,2023-03-31
copper ore,Armenia,/the-world-factbook/countries/armenia,2019,1,exports,2023-03-31
gold,Armenia,/the-world-factbook/countries/armenia,2019,2,exports,2023-03-31
tobacco,Armenia,/the-world-factbook/countries/armenia,2019,3,exports,2023-03-31
liquors,Armenia,/the-world-factbook/countries/armenia,2019,4,exports,2023-03-31
iron alloys,Armenia,/the-world-factbook/countries/armenia,2019,5,exports,2023-03-31
refined petroleum,Aruba,/the-world-factbook/countries/aruba,2019,1,exports,2023-03-31
liquors,Aruba,/the-world-factbook/countries/aruba,2019,2,exports,2023-03-31
scrap iron,Aruba,/the-world-factbook/countries/aruba,2019,3,exports,2023-03-31
soap,Aruba,/the-world-factbook/countries/aruba,2019,4,exports,2023-03-31
tobacco,Aruba,/the-world-factbook/countries/aruba,2019,5,exports,2023-03-31
iron ore,Australia,/the-world-factbook/countries/australia,2019,1,exports,2023-03-31
coal,Australia,/the-world-factbook/countries/australia,2019,2,exports,2023-03-31
natural gas,Australia,/the-world-factbook/countries/australia,2019,3,exports,2023-03-31
gold,Australia,/the-world-factbook/countries/australia,2019,4,exports,2023-03-31
aluminum oxide,Australia,/the-world-factbook/countries/australia,2019,5,exports,2023-03-31
cars,Austria,/the-world-factbook/countries/austria,2019,1,exports,2023-03-31
packaged medical supplies,Austria,/the-world-factbook/countries/austria,2019,2,exports,2023-03-31
vehicle parts,Austria,/the-world-factbook/countries/austria,2019,3,exports,2023-03-31
medical vaccines/cultures,Austria,/the-world-factbook/countries/austria,2019,4,exports,2023-03-31
flavored water,Austria,/the-world-factbook/countries/austria,2019,5,exports,2023-03-31
crude petroleum,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,1,exports,2023-03-31
natural gas,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,2,exports,2023-03-31
refined petroleum,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,3,exports,2023-03-31
tomatoes,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,4,exports,2023-03-31
gold,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,5,exports,2023-03-31
refined petroleum,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,1,exports,2023-03-31
ships,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,2,exports,2023-03-31
raw aluminum,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,3,exports,2023-03-31
nitrogen compounds,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,4,exports,2023-03-31
styrene polymers,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,5,exports,2023-03-31
refined petroleum,Bahrain,/the-world-factbook/countries/bahrain,2019,1,exports,2023-03-31
aluminum and plating,Bahrain,/the-world-factbook/countries/bahrain,2019,2,exports,2023-03-31
crude petroleum,Bahrain,/the-world-factbook/countries/bahrain,2019,3,exports,2023-03-31
iron ore,Bahrain,/the-world-factbook/countries/bahrain,2019,4,exports,2023-03-31
gold,Bahrain,/the-world-factbook/countries/bahrain,2019,5,exports,2023-03-31
clothing,Bangladesh,/the-world-factbook/countries/bangladesh,2019,1,exports,2023-03-31
knitwear,Bangladesh,/the-world-factbook/countries/bangladesh,2019,2,exports,2023-03-31
leather footwear,Bangladesh,/the-world-factbook/countries/bangladesh,2019,3,exports,2023-03-31
rums and other hard liquor,Barbados,/the-world-factbook/countries/barbados,2019,1,exports,2023-03-31
ships,Barbados,/the-world-factbook/countries/barbados,2019,2,exports,2023-03-31
orthopedic appliances,Barbados,/the-world-factbook/countries/barbados,2019,3,exports,2023-03-31
cement,Barbados,/the-world-factbook/countries/barbados,2019,4,exports,2023-03-31
packaged medicines,Barbados,/the-world-factbook/countries/barbados,2019,5,exports,2023-03-31
refined petroleum,Belarus,/the-world-factbook/countries/belarus,2019,1,exports,2023-03-31
fertilizers,Belarus,/the-world-factbook/countries/belarus,2019,2,exports,2023-03-31
cheese,Belarus,/the-world-factbook/countries/belarus,2019,3,exports,2023-03-31
delivery trucks,Belarus,/the-world-factbook/countries/belarus,2019,4,exports,2023-03-31
crude petroleum,Belarus,/the-world-factbook/countries/belarus,2019,5,exports,2023-03-31
cars and vehicle parts,Belgium,/the-world-factbook/countries/belgium,2019,1,exports,2023-03-31
refined petroleum,Belgium,/the-world-factbook/countries/belgium,2019,2,exports,2023-03-31
packaged medicines,Belgium,/the-world-factbook/countries/belgium,2019,3,exports,2023-03-31
medical cultures/vaccines,Belgium,/the-world-factbook/countries/belgium,2019,4,exports,2023-03-31
diamonds,Belgium,/the-world-factbook/countries/belgium,2019,5,exports,2023-03-31
natural gas,Belgium,/the-world-factbook/countries/belgium,2019,6,exports,2023-03-31
raw sugar,Belize,/the-world-factbook/countries/belize,2019,1,exports,2023-03-31
bananas,Belize,/the-world-factbook/countries/belize,2019,2,exports,2023-03-31
fruit juice,Belize,/the-world-factbook/countries/belize,2019,3,exports,2023-03-31
fish products,Belize,/the-world-factbook/countries/belize,2019,4,exports,2023-03-31
crude petroleum,Belize,/the-world-factbook/countries/belize,2019,5,exports,2023-03-31
cotton,Benin,/the-world-factbook/countries/benin,2019,1,exports,2023-03-31
refined petroleum,Benin,/the-world-factbook/countries/benin,2019,2,exports,2023-03-31
gold,Benin,/the-world-factbook/countries/benin,2019,3,exports,2023-03-31
cashews,Benin,/the-world-factbook/countries/benin,2019,4,exports,2023-03-31
copper,Benin,/the-world-factbook/countries/benin,2019,5,exports,2023-03-31
re-exports of pharmaceuticals,Bermuda,/the-world-factbook/countries/bermuda,,1,exports,2023-03-31
iron alloys,Bhutan,/the-world-factbook/countries/bhutan,2019,1,exports,2023-03-31
dolomite,Bhutan,/the-world-factbook/countries/bhutan,2019,2,exports,2023-03-31
refined iron,Bhutan,/the-world-factbook/countries/bhutan,2019,3,exports,2023-03-31
cement,Bhutan,/the-world-factbook/countries/bhutan,2019,4,exports,2023-03-31
silicon carbides,Bhutan,/the-world-factbook/countries/bhutan,2019,5,exports,2023-03-31
natural gas,Bolivia,/the-world-factbook/countries/bolivia,2019,1,exports,2023-03-31
gold,Bolivia,/the-world-factbook/countries/bolivia,2019,2,exports,2023-03-31
zinc,Bolivia,/the-world-factbook/countries/bolivia,2019,3,exports,2023-03-31
soybean oil and soy products,Bolivia,/the-world-factbook/countries/bolivia,2019,4,exports,2023-03-31
tin,Bolivia,/the-world-factbook/countries/bolivia,2019,5,exports,2023-03-31
silver,Bolivia,/the-world-factbook/countries/bolivia,2019,6,exports,2023-03-31
lead,Bolivia,/the-world-factbook/countries/bolivia,2019,7,exports,2023-03-31
electricity,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,1,exports,2023-03-31
seating,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,2,exports,2023-03-31
leather shoes,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,3,exports,2023-03-31
furniture,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,4,exports,2023-03-31
insulated wiring,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,5,exports,2023-03-31
diamonds,Botswana,/the-world-factbook/countries/botswana,2019,1,exports,2023-03-31
insulated wiring,Botswana,/the-world-factbook/countries/botswana,2019,2,exports,2023-03-31
gold,Botswana,/the-world-factbook/countries/botswana,2019,3,exports,2023-03-31
beef,Botswana,/the-world-factbook/countries/botswana,2019,4,exports,2023-03-31
carbonates,Botswana,/the-world-factbook/countries/botswana,2019,5,exports,2023-03-31
soybeans,Brazil,/the-world-factbook/countries/brazil,2019,1,exports,2023-03-31
crude petroleum,Brazil,/the-world-factbook/countries/brazil,2019,2,exports,2023-03-31
iron,Brazil,/the-world-factbook/countries/brazil,2019,3,exports,2023-03-31
corn,Brazil,/the-world-factbook/countries/brazil,2019,4,exports,2023-03-31
wood pulp products,Brazil,/the-world-factbook/countries/brazil,2019,5,exports,2023-03-31
recreational boats,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,1,exports,2023-03-31
aircraft,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,2,exports,2023-03-31
diamonds,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,3,exports,2023-03-31
paintings,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,4,exports,2023-03-31
precious stones,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,5,exports,2023-03-31
natural gas,Brunei,/the-world-factbook/countries/brunei,2019,1,exports,2023-03-31
crude petroleum,Brunei,/the-world-factbook/countries/brunei,2019,2,exports,2023-03-31
refined petroleum,Brunei,/the-world-factbook/countries/brunei,2019,3,exports,2023-03-31
industrial alcohols,Brunei,/the-world-factbook/countries/brunei,2019,4,exports,2023-03-31
industrial hydrocarbons,Brunei,/the-world-factbook/countries/brunei,2019,5,exports,2023-03-31
refined petroleum,Bulgaria,/the-world-factbook/countries/bulgaria,2019,1,exports,2023-03-31
packaged medicines,Bulgaria,/the-world-factbook/countries/bulgaria,2019,2,exports,2023-03-31
copper,Bulgaria,/the-world-factbook/countries/bulgaria,2019,3,exports,2023-03-31
wheat,Bulgaria,/the-world-factbook/countries/bulgaria,2019,4,exports,2023-03-31
electricity,Bulgaria,/the-world-factbook/countries/bulgaria,2019,5,exports,2023-03-31
gold,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,1,exports,2023-03-31
cotton,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,2,exports,2023-03-31
zinc,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,3,exports,2023-03-31
cashews,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,4,exports,2023-03-31
sesame seeds,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,5,exports,2023-03-31
natural gas,Burma,/the-world-factbook/countries/burma,2019,1,exports,2023-03-31
clothing products,Burma,/the-world-factbook/countries/burma,2019,2,exports,2023-03-31
rice,Burma,/the-world-factbook/countries/burma,2019,3,exports,2023-03-31
copper,Burma,/the-world-factbook/countries/burma,2019,4,exports,2023-03-31
dried legumes,Burma,/the-world-factbook/countries/burma,2019,5,exports,2023-03-31
gold,Burundi,/the-world-factbook/countries/burundi,2019,1,exports,2023-03-31
coffee,Burundi,/the-world-factbook/countries/burundi,2019,2,exports,2023-03-31
tea,Burundi,/the-world-factbook/countries/burundi,2019,3,exports,2023-03-31
raw earth metal ores,Burundi,/the-world-factbook/countries/burundi,2019,4,exports,2023-03-31
wheat flours,Burundi,/the-world-factbook/countries/burundi,2019,5,exports,2023-03-31
processed and frozen fish,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,1,exports,2023-03-31
mollusks,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,2,exports,2023-03-31
clothing,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,3,exports,2023-03-31
scrap iron,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,4,exports,2023-03-31
clothing,Cambodia,/the-world-factbook/countries/cambodia,2019,1,exports,2023-03-31
precious metal scraps,Cambodia,/the-world-factbook/countries/cambodia,2019,2,exports,2023-03-31
trunks/cases,Cambodia,/the-world-factbook/countries/cambodia,2019,3,exports,2023-03-31
gold,Cambodia,/the-world-factbook/countries/cambodia,2019,4,exports,2023-03-31
leather footwear,Cambodia,/the-world-factbook/countries/cambodia,2019,5,exports,2023-03-31
crude petroleum,Cameroon,/the-world-factbook/countries/cameroon,2019,1,exports,2023-03-31
cocoa beans,Cameroon,/the-world-factbook/countries/cameroon,2019,2,exports,2023-03-31
lumber,Cameroon,/the-world-factbook/countries/cameroon,2019,3,exports,2023-03-31
gold,Cameroon,/the-world-factbook/countries/cameroon,2019,4,exports,2023-03-31
natural gas,Cameroon,/the-world-factbook/countries/cameroon,2019,5,exports,2023-03-31
bananas,Cameroon,/the-world-factbook/countries/cameroon,2019,6,exports,2023-03-31
crude petroleum,Canada,/the-world-factbook/countries/canada,2019,1,exports,2023-03-31
cars and vehicle parts,Canada,/the-world-factbook/countries/canada,2019,2,exports,2023-03-31
gold,Canada,/the-world-factbook/countries/canada,2019,3,exports,2023-03-31
refined petroleum,Canada,/the-world-factbook/countries/canada,2019,4,exports,2023-03-31
natural gas,Canada,/the-world-factbook/countries/canada,2019,5,exports,2023-03-31
recreational boats,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,1,exports,2023-03-31
gold,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,2,exports,2023-03-31
broadcasting equipment,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,3,exports,2023-03-31
sulfates,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,4,exports,2023-03-31
collector's items,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,5,exports,2023-03-31
lumber,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,1,exports,2023-03-31
gold,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,2,exports,2023-03-31
diamonds,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,3,exports,2023-03-31
sea vessels,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,4,exports,2023-03-31
cocoa paste,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,5,exports,2023-03-31
crude petroleum,Chad,/the-world-factbook/countries/chad,2019,1,exports,2023-03-31
gold,Chad,/the-world-factbook/countries/chad,2019,2,exports,2023-03-31
livestock,Chad,/the-world-factbook/countries/chad,2019,3,exports,2023-03-31
sesame seeds,Chad,/the-world-factbook/countries/chad,2019,4,exports,2023-03-31
gum arabic,Chad,/the-world-factbook/countries/chad,2019,5,exports,2023-03-31
insect resins,Chad,/the-world-factbook/countries/chad,2019,6,exports,2023-03-31
copper,Chile,/the-world-factbook/countries/chile,2019,1,exports,2023-03-31
wood pulp,Chile,/the-world-factbook/countries/chile,2019,2,exports,2023-03-31
fish fillets,Chile,/the-world-factbook/countries/chile,2019,3,exports,2023-03-31
pitted fruits,Chile,/the-world-factbook/countries/chile,2019,4,exports,2023-03-31
wine,Chile,/the-world-factbook/countries/chile,2019,5,exports,2023-03-31
broadcasting equipment,China,/the-world-factbook/countries/china,2019,1,exports,2023-03-31
computers,China,/the-world-factbook/countries/china,2019,2,exports,2023-03-31
integrated circuits,China,/the-world-factbook/countries/china,2019,3,exports,2023-03-31
office machinery and parts,China,/the-world-factbook/countries/china,2019,4,exports,2023-03-31
telephones,China,/the-world-factbook/countries/china,2019,5,exports,2023-03-31
calcium phosphates,Christmas Island,/the-world-factbook/countries/christmas-island,2019,1,exports,2023-03-31
fertilizers,Christmas Island,/the-world-factbook/countries/christmas-island,2019,2,exports,2023-03-31
valves,Christmas Island,/the-world-factbook/countries/christmas-island,2019,3,exports,2023-03-31
air pumps,Christmas Island,/the-world-factbook/countries/christmas-island,2019,4,exports,2023-03-31
industrial printers,Christmas Island,/the-world-factbook/countries/christmas-island,2019,5,exports,2023-03-31
computers,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,1,exports,2023-03-31
packaged medicines,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,2,exports,2023-03-31
precious metal watches,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,3,exports,2023-03-31
office machinery/parts,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,4,exports,2023-03-31
chemical analysis instruments,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,5,exports,2023-03-31
crude petroleum,Colombia,/the-world-factbook/countries/colombia,2019,1,exports,2023-03-31
coal,Colombia,/the-world-factbook/countries/colombia,2019,2,exports,2023-03-31
refined petroleum,Colombia,/the-world-factbook/countries/colombia,2019,3,exports,2023-03-31
coffee,Colombia,/the-world-factbook/countries/colombia,2019,4,exports,2023-03-31
gold,Colombia,/the-world-factbook/countries/colombia,2019,5,exports,2023-03-31
cloves,Comoros,/the-world-factbook/countries/comoros,2019,1,exports,2023-03-31
essential oils,Comoros,/the-world-factbook/countries/comoros,2019,2,exports,2023-03-31
vacuum flask,Comoros,/the-world-factbook/countries/comoros,2019,3,exports,2023-03-31
vanilla,Comoros,/the-world-factbook/countries/comoros,2019,4,exports,2023-03-31
scrap vessels,Comoros,/the-world-factbook/countries/comoros,2019,5,exports,2023-03-31
copper,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,1,exports,2023-03-31
cobalt,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,2,exports,2023-03-31
crude petroleum,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,3,exports,2023-03-31
diamonds,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,4,exports,2023-03-31
crude petroleum,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,1,exports,2023-03-31
copper,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,2,exports,2023-03-31
lumber,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,3,exports,2023-03-31
ships,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,4,exports,2023-03-31
refined petroleum,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,5,exports,2023-03-31
fish products,Cook Islands,/the-world-factbook/countries/cook-islands,2019,1,exports,2023-03-31
recreational boats,Cook Islands,/the-world-factbook/countries/cook-islands,2019,2,exports,2023-03-31
precious metal scraps,Cook Islands,/the-world-factbook/countries/cook-islands,2019,3,exports,2023-03-31
fruit juice,Cook Islands,/the-world-factbook/countries/cook-islands,2019,4,exports,2023-03-31
chemical analysis instruments,Cook Islands,/the-world-factbook/countries/cook-islands,2019,5,exports,2023-03-31
medical instruments,Costa Rica,/the-world-factbook/countries/costa-rica,2019,1,exports,2023-03-31
bananas,Costa Rica,/the-world-factbook/countries/costa-rica,2019,2,exports,2023-03-31
tropical fruits,Costa Rica,/the-world-factbook/countries/costa-rica,2019,3,exports,2023-03-31
orthopedic appliances,Costa Rica,/the-world-factbook/countries/costa-rica,2019,4,exports,2023-03-31
food preparations,Costa Rica,/the-world-factbook/countries/costa-rica,2019,5,exports,2023-03-31
cocoa beans,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,1,exports,2023-03-31
gold,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,2,exports,2023-03-31
rubber,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,3,exports,2023-03-31
refined petroleum,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,4,exports,2023-03-31
crude petroleum,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,5,exports,2023-03-31
refined petroleum,Croatia,/the-world-factbook/countries/croatia,2019,1,exports,2023-03-31
packaged medicines,Croatia,/the-world-factbook/countries/croatia,2019,2,exports,2023-03-31
cars,Croatia,/the-world-factbook/countries/croatia,2019,3,exports,2023-03-31
medical cultures/vaccines,Croatia,/the-world-factbook/countries/croatia,2019,4,exports,2023-03-31
lumber,Croatia,/the-world-factbook/countries/croatia,2019,5,exports,2023-03-31
cigars,Cuba,/the-world-factbook/countries/cuba,2019,1,exports,2023-03-31
raw sugar,Cuba,/the-world-factbook/countries/cuba,2019,2,exports,2023-03-31
nickel products,Cuba,/the-world-factbook/countries/cuba,2019,3,exports,2023-03-31
rum,Cuba,/the-world-factbook/countries/cuba,2019,4,exports,2023-03-31
zinc,Cuba,/the-world-factbook/countries/cuba,2019,5,exports,2023-03-31
gold,Curacao,/the-world-factbook/countries/curacao,2019,1,exports,2023-03-31
precious metal scraps,Curacao,/the-world-factbook/countries/curacao,2019,2,exports,2023-03-31
petroleum coke,Curacao,/the-world-factbook/countries/curacao,2019,3,exports,2023-03-31
frozen fish,Curacao,/the-world-factbook/countries/curacao,2019,4,exports,2023-03-31
coal tar oil,Curacao,/the-world-factbook/countries/curacao,2019,5,exports,2023-03-31
ships,Cyprus,/the-world-factbook/countries/cyprus,2019,1,exports,2023-03-31
refined petroleum,Cyprus,/the-world-factbook/countries/cyprus,2019,2,exports,2023-03-31
packaged medicines,Cyprus,/the-world-factbook/countries/cyprus,2019,3,exports,2023-03-31
cheese,Cyprus,/the-world-factbook/countries/cyprus,2019,4,exports,2023-03-31
crude petroleum,Cyprus,/the-world-factbook/countries/cyprus,2019,5,exports,2023-03-31
cars and vehicle parts,Czechia,/the-world-factbook/countries/czechia,2019,1,exports,2023-03-31
computers,Czechia,/the-world-factbook/countries/czechia,2019,2,exports,2023-03-31
broadcasting equipment,Czechia,/the-world-factbook/countries/czechia,2019,3,exports,2023-03-31
office machinery/parts,Czechia,/the-world-factbook/countries/czechia,2019,4,exports,2023-03-31
seating,Czechia,/the-world-factbook/countries/czechia,2019,5,exports,2023-03-31
packaged medicines,Denmark,/the-world-factbook/countries/denmark,2019,1,exports,2023-03-31
electric generators,Denmark,/the-world-factbook/countries/denmark,2019,2,exports,2023-03-31
pork,Denmark,/the-world-factbook/countries/denmark,2019,3,exports,2023-03-31
refined petroleum,Denmark,/the-world-factbook/countries/denmark,2019,4,exports,2023-03-31
medical cultures/vaccines,Denmark,/the-world-factbook/countries/denmark,2019,5,exports,2023-03-31
various animals,Djibouti,/the-world-factbook/countries/djibouti,2019,1,exports,2023-03-31
chlorides,Djibouti,/the-world-factbook/countries/djibouti,2019,2,exports,2023-03-31
dried legumes,Djibouti,/the-world-factbook/countries/djibouti,2019,3,exports,2023-03-31
industrial fatty acids/oils,Djibouti,/the-world-factbook/countries/djibouti,2019,4,exports,2023-03-31
coffee,Djibouti,/the-world-factbook/countries/djibouti,2019,5,exports,2023-03-31
chickpeas,Djibouti,/the-world-factbook/countries/djibouti,2019,6,exports,2023-03-31
medical instruments,Dominica,/the-world-factbook/countries/dominica,2019,1,exports,2023-03-31
pharmaceuticals,Dominica,/the-world-factbook/countries/dominica,2019,2,exports,2023-03-31
low-voltage protection equipment,Dominica,/the-world-factbook/countries/dominica,2019,3,exports,2023-03-31
tropical fruits,Dominica,/the-world-factbook/countries/dominica,2019,4,exports,2023-03-31
bandages,Dominica,/the-world-factbook/countries/dominica,2019,5,exports,2023-03-31
gold,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,1,exports,2023-03-31
medical instruments,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,2,exports,2023-03-31
cigars,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,3,exports,2023-03-31
low-voltage protection equipment,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,4,exports,2023-03-31
bananas,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,5,exports,2023-03-31
crude petroleum,Ecuador,/the-world-factbook/countries/ecuador,2019,1,exports,2023-03-31
crustaceans,Ecuador,/the-world-factbook/countries/ecuador,2019,2,exports,2023-03-31
bananas,Ecuador,/the-world-factbook/countries/ecuador,2019,3,exports,2023-03-31
fish,Ecuador,/the-world-factbook/countries/ecuador,2019,4,exports,2023-03-31
refined petroleum,Ecuador,/the-world-factbook/countries/ecuador,2019,5,exports,2023-03-31
crude petroleum,Egypt,/the-world-factbook/countries/egypt,2019,1,exports,2023-03-31
refined petroleum,Egypt,/the-world-factbook/countries/egypt,2019,2,exports,2023-03-31
gold,Egypt,/the-world-factbook/countries/egypt,2019,3,exports,2023-03-31
natural gas,Egypt,/the-world-factbook/countries/egypt,2019,4,exports,2023-03-31
fertilizers,Egypt,/the-world-factbook/countries/egypt,2019,5,exports,2023-03-31
textiles and apparel,El Salvador,/the-world-factbook/countries/el-salvador,2019,1,exports,2023-03-31
