goods,country,link,year,rank,trade_type,retrieved
wheat flours,Afghanistan,/the-world-factbook/countries/afghanistan,2019,1,imports,2023-03-31
broadcasting equipment,Afghanistan,/the-world-factbook/countries/afghanistan,2019,2,imports,2023-03-31
refined petroleum,Afghanistan,/the-world-factbook/countries/afghanistan,2019,3,imports,2023-03-31
rolled tobacco,Afghanistan,/the-world-factbook/countries/afghanistan,2019,4,imports,2023-03-31
aircraft parts,Afghanistan,/the-world-factbook/countries/afghanistan,2019,5,imports,2023-03-31
synthetic fabrics,Afghanistan,/the-world-factbook/countries/afghanistan,2019,6,imports,2023-03-31
refined petroleum,Albania,/the-world-factbook/countries/albania,2019,1,imports,2023-03-31
cars,Albania,/the-world-factbook/countries/albania,2019,2,imports,2023-03-31
tanned hides,Albania,/the-world-factbook/countries/albania,2019,3,imports,2023-03-31
packaged medical supplies,Albania,/the-world-factbook/countries/albania,2019,4,imports,2023-03-31
footwear parts,Albania,/the-world-factbook/countries/albania,2019,5,imports,2023-03-31
refined petroleum,Algeria,/the-world-factbook/countries/algeria,2019,1,imports,2023-03-31
wheat,Algeria,/the-world-factbook/countries/algeria,2019,2,imports,2023-03-31
packaged medical supplies,Algeria,/the-world-factbook/countries/algeria,2019,3,imports,2023-03-31
milk,Algeria,/the-world-factbook/countries/algeria,2019,4,imports,2023-03-31
vehicle parts,Algeria,/the-world-factbook/countries/algeria,2019,5,imports,2023-03-31
raw materials for canneries,American Samoa,/the-world-factbook/countries/american-samoa,,1,imports,2023-03-31
food,American Samoa,/the-world-factbook/countries/american-samoa,,2,imports,2023-03-31
petroleum products,American Samoa,/the-world-factbook/countries/american-samoa,,3,imports,2023-03-31
machinery and parts,American Samoa,/the-world-factbook/countries/american-samoa,,4,imports,2023-03-31
cars,Andorra,/the-world-factbook/countries/andorra,2019,1,imports,2023-03-31
refined petroleum,Andorra,/the-world-factbook/countries/andorra,2019,2,imports,2023-03-31
perfumes,Andorra,/the-world-factbook/countries/andorra,2019,3,imports,2023-03-31
shaving products,Andorra,/the-world-factbook/countries/andorra,2019,4,imports,2023-03-31
liquors,Andorra,/the-world-factbook/countries/andorra,2019,5,imports,2023-03-31
refined petroleum,Angola,/the-world-factbook/countries/angola,2019,1,imports,2023-03-31
scrap vessels,Angola,/the-world-factbook/countries/angola,2019,2,imports,2023-03-31
meat,Angola,/the-world-factbook/countries/angola,2019,3,imports,2023-03-31
rice,Angola,/the-world-factbook/countries/angola,2019,4,imports,2023-03-31
palm oil,Angola,/the-world-factbook/countries/angola,2019,5,imports,2023-03-31
fuels,Anguilla,/the-world-factbook/countries/anguilla,,1,imports,2023-03-31
foodstuffs,Anguilla,/the-world-factbook/countries/anguilla,,2,imports,2023-03-31
manufactures,Anguilla,/the-world-factbook/countries/anguilla,,3,imports,2023-03-31
chemicals,Anguilla,/the-world-factbook/countries/anguilla,,4,imports,2023-03-31
trucks,Anguilla,/the-world-factbook/countries/anguilla,,5,imports,2023-03-31
textiles,Anguilla,/the-world-factbook/countries/anguilla,,6,imports,2023-03-31
refined petroleum,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,1,imports,2023-03-31
ships,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,2,imports,2023-03-31
cars,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,3,imports,2023-03-31
precious/semi-precious metals,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,4,imports,2023-03-31
recreational boats,Antigua and Barbuda,/the-world-factbook/countries/antigua-and-barbuda,2019,5,imports,2023-03-31
cars,Argentina,/the-world-factbook/countries/argentina,2019,1,imports,2023-03-31
refined petroleum,Argentina,/the-world-factbook/countries/argentina,2019,2,imports,2023-03-31
vehicle parts,Argentina,/the-world-factbook/countries/argentina,2019,3,imports,2023-03-31
natural gas,Argentina,/the-world-factbook/countries/argentina,2019,4,imports,2023-03-31
soybeans,Argentina,/the-world-factbook/countries/argentina,2019,5,imports,2023-03-31
natural gas,Armenia,/the-world-factbook/countries/armenia,2019,1,imports,2023-03-31
cars,Armenia,/the-world-factbook/countries/armenia,2019,2,imports,2023-03-31
refined petroleum,Armenia,/the-world-factbook/countries/armenia,2019,3,imports,2023-03-31
broadcasting equipment,Armenia,/the-world-factbook/countries/armenia,2019,4,imports,2023-03-31
diamonds,Armenia,/the-world-factbook/countries/armenia,2019,5,imports,2023-03-31
refined petroleum,Aruba,/the-world-factbook/countries/aruba,2019,1,imports,2023-03-31
jewelry,Aruba,/the-world-factbook/countries/aruba,2019,2,imports,2023-03-31
cars,Aruba,/the-world-factbook/countries/aruba,2019,3,imports,2023-03-31
vehicle parts,Aruba,/the-world-factbook/countries/aruba,2019,4,imports,2023-03-31
tobacco products,Aruba,/the-world-factbook/countries/aruba,2019,5,imports,2023-03-31
refined petroleum,Australia,/the-world-factbook/countries/australia,2019,1,imports,2023-03-31
cars,Australia,/the-world-factbook/countries/australia,2019,2,imports,2023-03-31
crude petroleum,Australia,/the-world-factbook/countries/australia,2019,3,imports,2023-03-31
broadcasting equipment,Australia,/the-world-factbook/countries/australia,2019,4,imports,2023-03-31
delivery trucks,Australia,/the-world-factbook/countries/australia,2019,5,imports,2023-03-31
cars,Austria,/the-world-factbook/countries/austria,2019,1,imports,2023-03-31
vehicle parts,Austria,/the-world-factbook/countries/austria,2019,2,imports,2023-03-31
broadcasting equipment,Austria,/the-world-factbook/countries/austria,2019,3,imports,2023-03-31
refined petroleum,Austria,/the-world-factbook/countries/austria,2019,4,imports,2023-03-31
packaged medical supplies,Austria,/the-world-factbook/countries/austria,2019,5,imports,2023-03-31
gold,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,1,imports,2023-03-31
cars,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,2,imports,2023-03-31
refined petroleum,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,3,imports,2023-03-31
wheat,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,4,imports,2023-03-31
packaged medical supplies,Azerbaijan,/the-world-factbook/countries/azerbaijan,2019,5,imports,2023-03-31
refined petroleum,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,1,imports,2023-03-31
ships,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,2,imports,2023-03-31
crude petroleum,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,3,imports,2023-03-31
cars,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,4,imports,2023-03-31
aircraft,"Bahamas, The",/the-world-factbook/countries/bahamas-the,2020,5,imports,2023-03-31
cars,Bahrain,/the-world-factbook/countries/bahrain,2019,1,imports,2023-03-31
iron ore,Bahrain,/the-world-factbook/countries/bahrain,2019,2,imports,2023-03-31
jewelry,Bahrain,/the-world-factbook/countries/bahrain,2019,3,imports,2023-03-31
gold,Bahrain,/the-world-factbook/countries/bahrain,2019,4,imports,2023-03-31
gas turbines,Bahrain,/the-world-factbook/countries/bahrain,2019,5,imports,2023-03-31
refined petroleum,Bangladesh,/the-world-factbook/countries/bangladesh,2019,1,imports,2023-03-31
cotton,Bangladesh,/the-world-factbook/countries/bangladesh,2019,2,imports,2023-03-31
natural gas,Bangladesh,/the-world-factbook/countries/bangladesh,2019,3,imports,2023-03-31
scrap iron,Bangladesh,/the-world-factbook/countries/bangladesh,2019,4,imports,2023-03-31
wheat,Bangladesh,/the-world-factbook/countries/bangladesh,2019,5,imports,2023-03-31
refined petroleum,Barbados,/the-world-factbook/countries/barbados,2019,1,imports,2023-03-31
ships,Barbados,/the-world-factbook/countries/barbados,2019,2,imports,2023-03-31
cars,Barbados,/the-world-factbook/countries/barbados,2019,3,imports,2023-03-31
shipping containers,Barbados,/the-world-factbook/countries/barbados,2019,4,imports,2023-03-31
packaged medicines,Barbados,/the-world-factbook/countries/barbados,2019,5,imports,2023-03-31
crude petroleum,Belarus,/the-world-factbook/countries/belarus,2019,1,imports,2023-03-31
natural gas,Belarus,/the-world-factbook/countries/belarus,2019,2,imports,2023-03-31
cars and vehicle parts,Belarus,/the-world-factbook/countries/belarus,2019,3,imports,2023-03-31
packaged medicines,Belarus,/the-world-factbook/countries/belarus,2019,4,imports,2023-03-31
broadcasting equipment,Belarus,/the-world-factbook/countries/belarus,2019,5,imports,2023-03-31
cars,Belgium,/the-world-factbook/countries/belgium,2019,1,imports,2023-03-31
refined petroleum,Belgium,/the-world-factbook/countries/belgium,2019,2,imports,2023-03-31
packaged medicines,Belgium,/the-world-factbook/countries/belgium,2019,3,imports,2023-03-31
medical cultures/vaccines,Belgium,/the-world-factbook/countries/belgium,2019,4,imports,2023-03-31
diamonds,Belgium,/the-world-factbook/countries/belgium,2019,5,imports,2023-03-31
natural gas,Belgium,/the-world-factbook/countries/belgium,2019,6,imports,2023-03-31
refined petroleum,Belize,/the-world-factbook/countries/belize,2019,1,imports,2023-03-31
cigarettes,Belize,/the-world-factbook/countries/belize,2019,2,imports,2023-03-31
recreational boats,Belize,/the-world-factbook/countries/belize,2019,3,imports,2023-03-31
natural gas,Belize,/the-world-factbook/countries/belize,2019,4,imports,2023-03-31
cars,Belize,/the-world-factbook/countries/belize,2019,5,imports,2023-03-31
rice,Benin,/the-world-factbook/countries/benin,2019,1,imports,2023-03-31
cars,Benin,/the-world-factbook/countries/benin,2019,2,imports,2023-03-31
palm oil,Benin,/the-world-factbook/countries/benin,2019,3,imports,2023-03-31
electricity,Benin,/the-world-factbook/countries/benin,2019,4,imports,2023-03-31
cotton,Benin,/the-world-factbook/countries/benin,2019,5,imports,2023-03-31
ships,Bermuda,/the-world-factbook/countries/bermuda,2019,1,imports,2023-03-31
refined petroleum,Bermuda,/the-world-factbook/countries/bermuda,2019,2,imports,2023-03-31
postage stamps,Bermuda,/the-world-factbook/countries/bermuda,2019,3,imports,2023-03-31
recreational boats,Bermuda,/the-world-factbook/countries/bermuda,2019,4,imports,2023-03-31
aircraft,Bermuda,/the-world-factbook/countries/bermuda,2019,5,imports,2023-03-31
refined petroleum,Bhutan,/the-world-factbook/countries/bhutan,2019,1,imports,2023-03-31
iron products,Bhutan,/the-world-factbook/countries/bhutan,2019,2,imports,2023-03-31
delivery trucks,Bhutan,/the-world-factbook/countries/bhutan,2019,3,imports,2023-03-31
cars,Bhutan,/the-world-factbook/countries/bhutan,2019,4,imports,2023-03-31
wood charcoal,Bhutan,/the-world-factbook/countries/bhutan,2019,5,imports,2023-03-31
cars,Bolivia,/the-world-factbook/countries/bolivia,2019,1,imports,2023-03-31
refined petroleum,Bolivia,/the-world-factbook/countries/bolivia,2019,2,imports,2023-03-31
delivery trucks,Bolivia,/the-world-factbook/countries/bolivia,2019,3,imports,2023-03-31
iron,Bolivia,/the-world-factbook/countries/bolivia,2019,4,imports,2023-03-31
buses,Bolivia,/the-world-factbook/countries/bolivia,2019,5,imports,2023-03-31
refined petroleum,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,1,imports,2023-03-31
cars,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,2,imports,2023-03-31
packaged medicines,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,3,imports,2023-03-31
coal,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,4,imports,2023-03-31
electricity,Bosnia and Herzegovina,/the-world-factbook/countries/bosnia-and-herzegovina,2019,5,imports,2023-03-31
diamonds,Botswana,/the-world-factbook/countries/botswana,2019,1,imports,2023-03-31
refined petroleum,Botswana,/the-world-factbook/countries/botswana,2019,2,imports,2023-03-31
cars,Botswana,/the-world-factbook/countries/botswana,2019,3,imports,2023-03-31
delivery trucks,Botswana,/the-world-factbook/countries/botswana,2019,4,imports,2023-03-31
electricity,Botswana,/the-world-factbook/countries/botswana,2019,5,imports,2023-03-31
refined petroleum,Brazil,/the-world-factbook/countries/brazil,2019,1,imports,2023-03-31
vehicle parts,Brazil,/the-world-factbook/countries/brazil,2019,2,imports,2023-03-31
crude petroleum,Brazil,/the-world-factbook/countries/brazil,2019,3,imports,2023-03-31
integrated circuits,Brazil,/the-world-factbook/countries/brazil,2019,4,imports,2023-03-31
pesticides,Brazil,/the-world-factbook/countries/brazil,2019,5,imports,2023-03-31
recreational boats,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,1,imports,2023-03-31
aircraft,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,2,imports,2023-03-31
refined petroleum,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,3,imports,2023-03-31
cars,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,4,imports,2023-03-31
furniture,British Virgin Islands,/the-world-factbook/countries/british-virgin-islands,2019,5,imports,2023-03-31
crude petroleum,Brunei,/the-world-factbook/countries/brunei,2019,1,imports,2023-03-31
refined petroleum,Brunei,/the-world-factbook/countries/brunei,2019,2,imports,2023-03-31
cars,Brunei,/the-world-factbook/countries/brunei,2019,3,imports,2023-03-31
tug boats,Brunei,/the-world-factbook/countries/brunei,2019,4,imports,2023-03-31
valves,Brunei,/the-world-factbook/countries/brunei,2019,5,imports,2023-03-31
crude petroleum,Bulgaria,/the-world-factbook/countries/bulgaria,2019,1,imports,2023-03-31
copper,Bulgaria,/the-world-factbook/countries/bulgaria,2019,2,imports,2023-03-31
cars,Bulgaria,/the-world-factbook/countries/bulgaria,2019,3,imports,2023-03-31
packaged medicines,Bulgaria,/the-world-factbook/countries/bulgaria,2019,4,imports,2023-03-31
refined petroleum,Bulgaria,/the-world-factbook/countries/bulgaria,2019,5,imports,2023-03-31
refined petroleum,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,1,imports,2023-03-31
delivery trucks,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,2,imports,2023-03-31
packaged medicines,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,3,imports,2023-03-31
electricity,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,4,imports,2023-03-31
aircraft,Burkina Faso,/the-world-factbook/countries/burkina-faso,2019,5,imports,2023-03-31
refined petroleum,Burma,/the-world-factbook/countries/burma,2019,1,imports,2023-03-31
broadcasting equipment,Burma,/the-world-factbook/countries/burma,2019,2,imports,2023-03-31
fabrics,Burma,/the-world-factbook/countries/burma,2019,3,imports,2023-03-31
motorcycles,Burma,/the-world-factbook/countries/burma,2019,4,imports,2023-03-31
packaged medicines,Burma,/the-world-factbook/countries/burma,2019,5,imports,2023-03-31
refined petroleum,Burundi,/the-world-factbook/countries/burundi,2019,1,imports,2023-03-31
packaged medicines,Burundi,/the-world-factbook/countries/burundi,2019,2,imports,2023-03-31
cement,Burundi,/the-world-factbook/countries/burundi,2019,3,imports,2023-03-31
raw sugar,Burundi,/the-world-factbook/countries/burundi,2019,4,imports,2023-03-31
cars,Burundi,/the-world-factbook/countries/burundi,2019,5,imports,2023-03-31
refined petroleum,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,1,imports,2023-03-31
delivery trucks,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,2,imports,2023-03-31
coal tar oil,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,3,imports,2023-03-31
cars,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,4,imports,2023-03-31
rice,Cabo Verde,/the-world-factbook/countries/cabo-verde,2019,5,imports,2023-03-31
refined petroleum,Cambodia,/the-world-factbook/countries/cambodia,2019,1,imports,2023-03-31
clothing,Cambodia,/the-world-factbook/countries/cambodia,2019,2,imports,2023-03-31
gold,Cambodia,/the-world-factbook/countries/cambodia,2019,3,imports,2023-03-31
cars,Cambodia,/the-world-factbook/countries/cambodia,2019,4,imports,2023-03-31
flavored water,Cambodia,/the-world-factbook/countries/cambodia,2019,5,imports,2023-03-31
crude petroleum,Cameroon,/the-world-factbook/countries/cameroon,2019,1,imports,2023-03-31
scrap vessels,Cameroon,/the-world-factbook/countries/cameroon,2019,2,imports,2023-03-31
rice,Cameroon,/the-world-factbook/countries/cameroon,2019,3,imports,2023-03-31
special purpose ships,Cameroon,/the-world-factbook/countries/cameroon,2019,4,imports,2023-03-31
packaged medicines,Cameroon,/the-world-factbook/countries/cameroon,2019,5,imports,2023-03-31
cars and vehicle parts,Canada,/the-world-factbook/countries/canada,2019,1,imports,2023-03-31
delivery trucks,Canada,/the-world-factbook/countries/canada,2019,2,imports,2023-03-31
crude petroleum,Canada,/the-world-factbook/countries/canada,2019,3,imports,2023-03-31
refined petroleum,Canada,/the-world-factbook/countries/canada,2019,4,imports,2023-03-31
recreational boats,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,1,imports,2023-03-31
ships,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,2,imports,2023-03-31
gold,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,3,imports,2023-03-31
refined petroleum,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,4,imports,2023-03-31
cars,Cayman Islands,/the-world-factbook/countries/cayman-islands,2019,5,imports,2023-03-31
refined petroleum,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,1,imports,2023-03-31
packaged medicines,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,2,imports,2023-03-31
natural gas,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,3,imports,2023-03-31
broadcasting equipment,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,4,imports,2023-03-31
second-hand clothing,Central African Republic,/the-world-factbook/countries/central-african-republic,2019,5,imports,2023-03-31
delivery trucks,Chad,/the-world-factbook/countries/chad,2019,1,imports,2023-03-31
paints,Chad,/the-world-factbook/countries/chad,2019,2,imports,2023-03-31
packaged medicines,Chad,/the-world-factbook/countries/chad,2019,3,imports,2023-03-31
aircraft,Chad,/the-world-factbook/countries/chad,2019,4,imports,2023-03-31
broadcasting equipment,Chad,/the-world-factbook/countries/chad,2019,5,imports,2023-03-31
refined petroleum,Chile,/the-world-factbook/countries/chile,2019,1,imports,2023-03-31
crude petroleum,Chile,/the-world-factbook/countries/chile,2019,2,imports,2023-03-31
cars,Chile,/the-world-factbook/countries/chile,2019,3,imports,2023-03-31
broadcasting equipment,Chile,/the-world-factbook/countries/chile,2019,4,imports,2023-03-31
delivery trucks,Chile,/the-world-factbook/countries/chile,2019,5,imports,2023-03-31
crude petroleum,China,/the-world-factbook/countries/china,2019,1,imports,2023-03-31
integrated circuits,China,/the-world-factbook/countries/china,2019,2,imports,2023-03-31
iron,China,/the-world-factbook/countries/china,2019,3,imports,2023-03-31
natural gas,China,/the-world-factbook/countries/china,2019,4,imports,2023-03-31
cars,China,/the-world-factbook/countries/china,2019,5,imports,2023-03-31
gold,China,/the-world-factbook/countries/china,2019,6,imports,2023-03-31
refined petroleum,Christmas Island,/the-world-factbook/countries/christmas-island,2019,1,imports,2023-03-31
cars,Christmas Island,/the-world-factbook/countries/christmas-island,2019,2,imports,2023-03-31
iron structures,Christmas Island,/the-world-factbook/countries/christmas-island,2019,3,imports,2023-03-31
aircraft,Christmas Island,/the-world-factbook/countries/christmas-island,2019,4,imports,2023-03-31
crustaceans,Christmas Island,/the-world-factbook/countries/christmas-island,2019,5,imports,2023-03-31
gold,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,1,imports,2023-03-31
x-ray equipment,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,2,imports,2023-03-31
cars,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,3,imports,2023-03-31
prefabricated buildings,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,4,imports,2023-03-31
packaged medicines,Cocos (Keeling) Islands,/the-world-factbook/countries/cocos-keeling-islands,2019,5,imports,2023-03-31
refined petroleum,Colombia,/the-world-factbook/countries/colombia,2019,1,imports,2023-03-31
cars,Colombia,/the-world-factbook/countries/colombia,2019,2,imports,2023-03-31
broadcasting equipment,Colombia,/the-world-factbook/countries/colombia,2019,3,imports,2023-03-31
packaged medicines,Colombia,/the-world-factbook/countries/colombia,2019,4,imports,2023-03-31
corn,Colombia,/the-world-factbook/countries/colombia,2019,5,imports,2023-03-31
rice,Comoros,/the-world-factbook/countries/comoros,2019,1,imports,2023-03-31
chicken products,Comoros,/the-world-factbook/countries/comoros,2019,2,imports,2023-03-31
refined petroleum,Comoros,/the-world-factbook/countries/comoros,2019,3,imports,2023-03-31
cement,Comoros,/the-world-factbook/countries/comoros,2019,4,imports,2023-03-31
cars,Comoros,/the-world-factbook/countries/comoros,2019,5,imports,2023-03-31
packaged medicines,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,1,imports,2023-03-31
refined petroleum,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,2,imports,2023-03-31
sulfuric acid,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,3,imports,2023-03-31
stone processing machines,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,4,imports,2023-03-31
delivery trucks,"Congo, Democratic Republic of the",/the-world-factbook/countries/congo-democratic-republic-of-the,2019,5,imports,2023-03-31
ships,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,1,imports,2023-03-31
chicken products,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,2,imports,2023-03-31
refined petroleum,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,3,imports,2023-03-31
processed fish,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,4,imports,2023-03-31
packaged medicines,"Congo, Republic of the",/the-world-factbook/countries/congo-republic-of-the,2019,5,imports,2023-03-31
ships,Cook Islands,/the-world-factbook/countries/cook-islands,2019,1,imports,2023-03-31
refined petroleum,Cook Islands,/the-world-factbook/countries/cook-islands,2019,2,imports,2023-03-31
recreational boats,Cook Islands,/the-world-factbook/countries/cook-islands,2019,3,imports,2023-03-31
cars,Cook Islands,/the-world-factbook/countries/cook-islands,2019,4,imports,2023-03-31
flavored water,Cook Islands,/the-world-factbook/countries/cook-islands,2019,5,imports,2023-03-31
refined petroleum,Costa Rica,/the-world-factbook/countries/costa-rica,2019,1,imports,2023-03-31
broadcasting equipment,Costa Rica,/the-world-factbook/countries/costa-rica,2019,2,imports,2023-03-31
cars,Costa Rica,/the-world-factbook/countries/costa-rica,2019,3,imports,2023-03-31
medical instruments,Costa Rica,/the-world-factbook/countries/costa-rica,2019,4,imports,2023-03-31
packaged medicines,Costa Rica,/the-world-factbook/countries/costa-rica,2019,5,imports,2023-03-31
crude petroleum,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,1,imports,2023-03-31
rice,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,2,imports,2023-03-31
frozen fish,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,3,imports,2023-03-31
refined petroleum,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,4,imports,2023-03-31
packaged medicines,Cote d'Ivoire,/the-world-factbook/countries/cote-divoire,2019,5,imports,2023-03-31
crude petroleum,Croatia,/the-world-factbook/countries/croatia,2019,1,imports,2023-03-31
cars,Croatia,/the-world-factbook/countries/croatia,2019,2,imports,2023-03-31
refined petroleum,Croatia,/the-world-factbook/countries/croatia,2019,3,imports,2023-03-31
packaged medicines,Croatia,/the-world-factbook/countries/croatia,2019,4,imports,2023-03-31
electricity,Croatia,/the-world-factbook/countries/croatia,2019,5,imports,2023-03-31
poultry meat,Cuba,/the-world-factbook/countries/cuba,2019,1,imports,2023-03-31
wheat,Cuba,/the-world-factbook/countries/cuba,2019,2,imports,2023-03-31
soybean products,Cuba,/the-world-factbook/countries/cuba,2019,3,imports,2023-03-31
corn,Cuba,/the-world-factbook/countries/cuba,2019,4,imports,2023-03-31
concentrated milk,Cuba,/the-world-factbook/countries/cuba,2019,5,imports,2023-03-31
refined petroleum,Curacao,/the-world-factbook/countries/curacao,2019,1,imports,2023-03-31
cars,Curacao,/the-world-factbook/countries/curacao,2019,2,imports,2023-03-31
crude petroleum,Curacao,/the-world-factbook/countries/curacao,2019,3,imports,2023-03-31
packaged medicines,Curacao,/the-world-factbook/countries/curacao,2019,4,imports,2023-03-31
perfumes,Curacao,/the-world-factbook/countries/curacao,2019,5,imports,2023-03-31
refined petroleum,Cyprus,/the-world-factbook/countries/cyprus,2019,1,imports,2023-03-31
ships,Cyprus,/the-world-factbook/countries/cyprus,2019,2,imports,2023-03-31
cars,Cyprus,/the-world-factbook/countries/cyprus,2019,3,imports,2023-03-31
coal tar oil,Cyprus,/the-world-factbook/countries/cyprus,2019,4,imports,2023-03-31
packaged medicines,Cyprus,/the-world-factbook/countries/cyprus,2019,5,imports,2023-03-31
broadcasting equipment,Czechia,/the-world-factbook/countries/czechia,2019,1,imports,2023-03-31
cars and vehicle parts,Czechia,/the-world-factbook/countries/czechia,2019,2,imports,2023-03-31
office machinery/parts,Czechia,/the-world-factbook/countries/czechia,2019,3,imports,2023-03-31
computers,Czechia,/the-world-factbook/countries/czechia,2019,4,imports,2023-03-31
packaged medicines,Czechia,/the-world-factbook/countries/czechia,2019,5,imports,2023-03-31
cars,Denmark,/the-world-factbook/countries/denmark,2019,1,imports,2023-03-31
refined petroleum,Denmark,/the-world-factbook/countries/denmark,2019,2,imports,2023-03-31
packaged medicines,Denmark,/the-world-factbook/countries/denmark,2019,3,imports,2023-03-31
crude petroleum,Denmark,/the-world-factbook/countries/denmark,2019,4,imports,2023-03-31
broadcasting equipment,Denmark,/the-world-factbook/countries/denmark,2019,5,imports,2023-03-31
refined petroleum,Djibouti,/the-world-factbook/countries/djibouti,2019,1,imports,2023-03-31
fertilizers,Djibouti,/the-world-factbook/countries/djibouti,2019,2,imports,2023-03-31
iron sheeting,Djibouti,/the-world-factbook/countries/djibouti,2019,3,imports,2023-03-31
cars,Djibouti,/the-world-factbook/countries/djibouti,2019,4,imports,2023-03-31
palm oil,Djibouti,/the-world-factbook/countries/djibouti,2019,5,imports,2023-03-31
refined petroleum,Dominica,/the-world-factbook/countries/dominica,2019,1,imports,2023-03-31
natural gas,Dominica,/the-world-factbook/countries/dominica,2019,2,imports,2023-03-31
crude petroleum,Dominica,/the-world-factbook/countries/dominica,2019,3,imports,2023-03-31
recreational boats,Dominica,/the-world-factbook/countries/dominica,2019,4,imports,2023-03-31
cars,Dominica,/the-world-factbook/countries/dominica,2019,5,imports,2023-03-31
refined petroleum,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,1,imports,2023-03-31
cars,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,2,imports,2023-03-31
jewelry,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,3,imports,2023-03-31
natural gas,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,4,imports,2023-03-31
broadcasting equipment,Dominican Republic,/the-world-factbook/countries/dominican-republic,2019,5,imports,2023-03-31
refined petroleum,Ecuador,/the-world-factbook/countries/ecuador,2019,1,imports,2023-03-31
coal tar oil,Ecuador,/the-world-factbook/countries/ecuador,2019,2,imports,2023-03-31
cars,Ecuador,/the-world-factbook/countries/ecuador,2019,3,imports,2023-03-31
packaged medicines,Ecuador,/the-world-factbook/countries/ecuador,2019,4,imports,2023-03-31
soybean products,Ecuador,/the-world-factbook/countries/ecuador,2019,5,imports,2023-03-31
refined petroleum,Egypt,/the-world-factbook/countries/egypt,2019,1,imports,2023-03-31
wheat,Egypt,/the-world-factbook/countries/egypt,2019,2,imports,2023-03-31
crude petroleum,Egypt,/the-world-factbook/countries/egypt,2019,3,imports,2023-03-31
cars,Egypt,/the-world-factbook/countries/egypt,2019,4,imports,2023-03-31
